 1	 6	15.34	 1	0.00	15.34	
 2	 8	62.21	 7	2.63	59.58	
 3	 4	43.41	15	3.78	39.63	
 4	 4	62.41	19	4.24	58.17	
 5	 1	46.59	23	4.44	42.15	
 6	 3	28.72	24	5.16	23.56	
 7	 7	55.14	27	6.40	48.73	
 8	10	51.46	34	6.55	44.92	
 9	 7	47.05	44	6.71	40.33	
10	 3	73.74	51	7.08	66.67	
11	 1	35.38	54	8.02	27.37	
12	 1	75.07	55	8.86	66.21	
13	 2	35.68	56	9.78	25.90	
14	 1	55.85	58	10.44	45.41	
15	 1	49.29	59	11.87	37.42	
16	 1	81.52	60	12.54	68.99	
17	 2	64.97	61	12.94	52.03	
18	 1	56.16	63	13.13	43.03	
19	 9	73.09	64	14.96	58.13	
20	 3	67.81	73	16.00	51.80	
