 1	 2	28.51	 1	0.00	28.51	
 2	 3	66.86	 3	0.32	66.55	
 3	 2	77.13	 6	4.30	72.83	
 4	 5	18.22	 8	4.69	13.53	
 5	10	85.65	13	6.02	79.62	
 6	 6	80.30	23	6.27	74.03	
 7	 7	66.08	29	6.74	59.34	
 8	 5	60.86	36	6.74	54.11	
 9	10	19.13	41	7.79	11.34	
10	10	77.12	51	10.57	66.56	
11	 6	97.52	61	11.54	85.98	
12	 4	96.53	67	11.56	84.96	
13	 4	59.76	71	11.93	47.83	
14	10	77.47	75	14.15	63.32	
15	 1	81.93	85	16.57	65.36	
16	 3	63.49	86	17.79	45.71	
17	 2	79.44	89	19.92	59.52	
18	 2	38.38	91	19.99	18.39	
19	 3	54.20	93	21.00	33.20	
20	 4	56.63	96	22.14	34.49	
