 1	16	383.40	 1	0.00	383.40	
 2	17	151.75	17	5.34	146.41	
 3	12	126.83	34	10.32	116.52	
 4	 6	413.45	46	10.47	402.98	
 5	21	195.90	52	12.98	182.92	
 6	21	42.96	73	14.57	28.39	
 7	15	273.13	94	14.70	258.43	
 8	 6	132.21	109	15.11	117.10	
 9	15	202.94	115	15.89	187.04	
10	21	496.50	130	21.38	475.11	
11	18	212.60	151	24.52	188.08	
12	16	307.36	169	25.21	282.15	
13	 9	365.91	185	26.19	339.72	
14	23	85.50	194	27.02	58.49	
15	17	213.91	217	27.15	186.76	
16	10	438.75	234	28.81	409.95	
17	 9	194.33	244	32.10	162.23	
18	19	435.27	253	32.20	403.07	
19	16	537.04	272	34.37	502.67	
20	22	153.69	288	36.56	117.12	
21	22	453.38	310	39.90	413.47	
22	11	480.36	332	40.58	439.78	
23	19	387.90	343	44.39	343.51	
24	13	537.11	362	46.77	490.35	
25	15	289.38	375	49.09	240.30	
26	20	310.81	390	49.45	261.36	
27	13	90.39	410	56.97	33.42	
28	24	211.07	423	58.19	152.88	
29	19	541.75	447	58.53	483.22	
30	19	403.83	466	59.01	344.82	
31	10	483.82	485	61.41	422.41	
32	11	208.73	495	65.70	143.03	
33	19	137.61	506	65.74	71.87	
34	 7	459.63	525	68.43	391.20	
35	25	207.06	532	69.56	137.50	
36	25	588.70	557	71.52	517.18	
37	17	493.17	582	75.77	417.40	
38	22	89.98	599	75.91	14.06	
39	 7	210.68	621	78.84	131.84	
40	 7	553.50	628	81.74	471.75	
41	14	156.49	635	81.92	74.57	
42	 8	382.12	649	82.80	299.32	
43	18	602.14	657	85.31	516.83	
44	24	139.69	675	86.49	53.21	
45	14	459.59	699	90.09	369.50	
46	12	139.04	713	95.43	43.60	
47	 6	317.76	725	97.65	220.11	
48	21	358.76	731	97.82	260.95	
49	19	182.25	752	98.49	83.76	
50	14	415.98	771	99.60	316.38	
51	 7	180.60	785	101.51	79.09	
52	19	572.54	792	102.39	470.15	
53	17	566.80	811	108.12	458.68	
54	19	229.88	828	112.09	117.78	
55	24	514.25	847	113.08	401.17	
56	20	338.87	871	115.69	223.18	
57	 6	514.05	891	116.06	397.99	
58	20	534.76	897	118.16	416.59	
59	21	414.00	917	118.52	295.48	
60	15	335.84	938	118.56	217.28	
61	 5	357.39	953	118.74	238.65	
62	14	382.16	958	120.19	261.97	
63	23	374.98	972	120.91	254.07	
64	18	600.79	995	121.36	479.43	
65	13	357.14	1013	126.12	231.02	
66	18	602.79	1026	129.93	472.86	
67	15	294.35	1044	133.34	161.01	
68	14	592.51	1059	133.83	458.68	
69	13	581.39	1073	133.83	447.56	
70	12	273.31	1086	134.26	139.05	
71	 9	395.27	1098	138.68	256.59	
72	14	494.89	1107	139.12	355.77	
73	12	392.72	1121	139.38	253.34	
74	25	247.71	1133	144.02	103.68	
75	17	479.55	1158	145.42	334.13	
76	17	324.96	1175	148.81	176.15	
77	19	387.73	1192	149.12	238.62	
78	10	248.87	1211	151.93	96.94	
79	 9	460.15	1221	154.83	305.32	
80	11	527.28	1230	165.13	362.14	
