 1	13	17.11	 1	0.00	17.11	
 2	16	367.73	14	0.63	367.10	
 3	15	373.19	30	3.37	369.82	
 4	16	454.49	45	6.21	448.28	
 5	12	246.55	61	6.39	240.17	
 6	11	175.13	73	7.25	167.88	
 7	13	68.04	84	8.17	59.87	
 8	10	294.18	97	8.78	285.40	
 9	14	423.74	107	10.89	412.85	
10	 7	37.74	121	11.62	26.12	
11	 8	285.32	128	12.17	273.15	
12	14	503.55	136	12.26	491.30	
13	24	447.01	150	15.51	431.50	
14	19	144.53	174	15.69	128.84	
15	17	92.45	193	16.67	75.78	
16	25	470.77	210	17.30	453.47	
17	14	118.74	235	17.76	100.98	
18	19	384.66	249	19.40	365.26	
19	11	503.39	268	24.32	479.07	
20	16	480.61	279	26.11	454.50	
21	24	279.24	295	37.61	241.63	
22	23	167.05	319	38.91	128.14	
23	14	486.14	342	40.60	445.55	
24	16	243.78	356	42.65	201.13	
25	15	109.25	372	42.69	66.56	
26	10	335.86	387	44.22	291.64	
27	10	381.57	397	44.94	336.63	
28	10	542.70	407	45.55	497.15	
29	22	383.18	417	50.24	332.94	
30	16	136.12	439	55.95	80.17	
31	14	198.68	455	65.30	133.38	
32	23	560.72	469	68.29	492.43	
33	16	356.07	492	72.74	283.33	
34	21	555.87	508	73.24	482.63	
35	22	528.22	529	74.50	453.73	
36	 8	383.04	551	75.59	307.46	
37	 8	245.77	559	76.21	169.57	
38	 5	172.29	567	76.29	95.99	
39	10	192.87	572	80.75	112.12	
40	16	144.17	582	82.73	61.45	
41	13	209.98	598	83.53	126.45	
42	21	281.06	611	84.63	196.43	
43	 7	534.37	632	86.20	448.17	
44	21	345.84	639	87.30	258.54	
45	23	536.51	660	89.76	446.75	
46	15	536.37	683	91.13	445.24	
47	12	247.14	698	97.74	149.40	
48	25	292.04	710	98.31	193.73	
49	23	321.49	735	99.08	222.41	
50	 5	297.95	758	103.03	194.91	
51	15	386.69	763	104.57	282.12	
52	19	167.85	778	106.03	61.82	
53	19	363.56	797	109.41	254.15	
54	 6	587.90	816	109.89	478.01	
55	15	289.40	822	112.42	176.98	
56	10	601.79	837	114.24	487.55	
57	11	236.87	847	116.89	119.97	
58	20	607.26	858	122.27	484.99	
59	25	530.87	878	129.71	401.17	
60	24	369.30	903	131.24	238.06	
61	20	445.00	927	132.35	312.65	
62	23	309.78	947	133.72	176.06	
63	 9	149.39	970	134.25	15.14	
64	13	481.85	979	139.31	342.53	
65	 6	331.54	992	139.55	191.99	
66	 7	623.25	998	141.87	481.39	
67	16	366.90	1005	142.28	224.62	
68	20	285.53	1021	142.94	142.59	
69	13	501.90	1041	143.83	358.08	
70	 5	488.55	1054	145.07	343.48	
71	18	455.26	1059	149.55	305.71	
72	15	173.47	1077	152.45	21.03	
73	24	434.80	1092	153.52	281.28	
74	14	419.87	1116	154.40	265.47	
75	17	544.32	1130	155.69	388.63	
76	21	443.94	1147	156.09	287.84	
77	21	275.77	1168	157.15	118.62	
78	23	247.06	1189	158.64	88.42	
79	22	642.65	1212	163.30	479.34	
80	 5	556.23	1234	164.22	392.00	
