no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: s
type______: n
no_orders_: 80
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.65
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 17403
empty_posi: 1816
chaotical_: 22393
21542,18078,3447,1015,10273,
16258,18105,2805,10946,4803,
5499,22802,5611,1512,19803,
9439,27766,27547,2654,28762,
23038,23084,8512,31848,4266,
17995,28683,25036,11824,14326,
13863,14729,16413,16149,3077,
21603,17455,19139,24971,10843,
27901,32282,15528,22799,6994,
20871,7880,14471,1303,24285,
17294,7977,7428,24831,4922,
24032,30995,16050,8893,11672,
17670,25550,27219,1595,30619,
4909,18061,6392,16289,15256,
16131,4355,22921,21511,26271,
10821,1178,28,12285,29288,
7904,14516,6797,29699,10945,
21608,2622,16430,7139,2214,
3083,16499,31614,27458,21831,
3295,13934,15179,12578,10122,
28837,17609,2330,31145,13300,
15222,5301,1593,32241,14726,
26869,26167,12946,31099,14345,
24278,6983,18570,28932,6246,
7036,24412,1618,27969,18888,
11723,4795,4147,20277,13722,
5801,4062,11912,25718,23317,
16630,22268,26815,25584,1425,
20100,32273,14190,5012,9451,
29307,16953,20605,6396,32588,
958,16741,11941,31352,9922,
18352,1495,10840,19292,29588,
3857,25127,8734,19520,3095,
30935,19120,6471,28243,27509,
3792,3869,15976,3589,23467,
5473,31018,23146,10973,13294,
6683,10236,5981,7713,5447,
26455,21224,17748,30995,19707,
13330,5073,21374,7145,30203,
9939,25377,9749,598,11353,
4852,15567,20870,2038,20526,
22200,2021,15100,15928,14522,
14879,26406,16630,32634,3078,
22019,17879,20524,371,8266,
13114,32454,22952,14652,19942,
23911,2336,19827,28023,17830,
12822,30786,13234,31005,15385,
22306,14765,7955,10326,188,
28686,2865,2072,5983,14822,
20255,28149,16458,20497,27951,
