no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: s
type______: n
no_orders_: 60
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.65
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 31273
empty_posi: 3729
chaotical_: 29964
26140,22849,19632,32221,23861,
30745,2394,3835,12796,3798,
6950,23380,17446,32513,7286,
22237,21354,27074,1757,24593,
304,22355,20621,9295,25844,
17286,2585,11041,29083,26365,
1312,28483,23212,16761,26996,
28015,11362,18508,4944,11281,
22774,31843,20624,13793,16139,
14968,17902,8405,15777,26632,
24001,16054,5773,3520,392,
19784,30505,12670,9560,23679,
29746,28918,14354,24420,25914,
13494,17992,8203,6295,15547,
15227,29645,31941,25333,16685,
8173,9580,12642,15779,12176,
31838,1618,6786,15525,8003,
29704,17470,641,18285,20661,
20115,26380,6958,31805,23516,
29494,10173,26126,24367,9995,
240,4117,17796,16988,25836,
6826,12567,25488,20192,5798,
255,23057,31298,6881,18604,
17378,17593,21139,20047,14488,
31963,32010,4956,15714,3657,
16132,13579,15168,17694,1990,
21136,29573,31013,22426,22332,
22380,102,22324,28148,18776,
8789,826,24972,6952,5688,
20634,26697,4252,7080,20611,
5458,28758,6112,20265,20686,
14622,30683,730,32555,2231,
12505,29503,20409,28517,29486,
16959,19002,5957,17785,24186,
28210,15908,29680,15915,18870,
28261,21797,12740,18147,32383,
22893,1758,10964,27408,18994,
11663,15109,19530,23910,17322,
15839,29433,31488,24620,1779,
13925,16230,11652,24049,24622,
29990,16085,10359,14479,40,
25501,31572,26168,12486,8933,
22002,22078,6132,9723,7197,
26829,27455,16935,12119,394,
4586,9202,22158,28974,27984,
7913,30294,11374,21075,6536,
7762,28395,24103,5950,9599,
18413,12145,31924,26818,29811,
6517,32615,25400,8147,14095,
19093,23046,2484,6481,23148,
