no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: s
type______: n
no_orders_: 20
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.75
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 13833
empty_posi: 26943
chaotical_: 9117
28287,8181,20853,10324,22835,
15613,17037,462,9421,19891,
25026,11724,11589,18528,3024,
20492,9079,22750,18732,7086,
24750,17119,16489,14267,30938,
13180,10432,29861,519,26520,
17054,2465,6935,1077,32079,
15414,16327,24605,29213,28487,
29241,28933,2147,19649,27471,
13462,30626,31649,30825,21570,
20367,11937,18692,28517,25855,
16610,20252,4881,31807,15331,
15801,25507,9175,5767,17293,
3153,5772,2409,10477,12535,
22182,18017,2953,6967,6308,
28973,13468,2548,10458,30428,
28147,19858,25855,17212,21129,
26569,16250,20164,4139,29557,
5119,22385,20603,17620,16310,
13154,30730,11550,29056,15472,
15521,30297,18315,32663,11446,
20777,23310,3052,6976,32163,
6434,15766,31817,20700,12164,
27912,15463,32127,19089,10649,
11120,27780,14971,9096,30153,
24797,19155,15651,18673,644,
10404,31542,10625,9786,10140,
22077,32474,6736,31744,22819,
31562,9013,17993,16426,14014,
22534,26052,13956,31501,12397,
10771,22549,20115,15417,21097,
18500,466,14342,21589,6137,
9687,3833,13131,765,16924,
6192,11022,797,23576,21624,
6674,320,3539,28632,11803,
7003,2155,31880,14837,9408,
23871,5598,5209,8788,27254,
11328,28435,6971,32039,27449,
6849,7751,13250,29787,16845,
26575,17935,29859,24223,3752,
22067,26308,22956,18186,3891,
22193,1712,17926,4103,21169,
2144,4015,10126,29476,17122,
15955,9823,5820,6455,1920,
24621,3057,20487,10106,17296,
22784,13505,14927,24995,4480,
13876,19111,20952,11970,3760,
11150,20818,1733,10696,15625,
4084,19689,12314,18350,5092,
26726,24034,21158,30886,26464,
