 1	11	59.66	 1	0.00	59.66	
 2	16	194.98	12	1.28	193.70	
 3	16	189.97	28	1.49	188.47	
 4	 6	223.35	44	2.05	221.30	
 5	22	266.81	50	2.05	264.75	
 6	21	58.99	72	3.34	55.65	
 7	 9	59.87	93	5.58	54.29	
 8	20	278.21	102	6.37	271.83	
 9	10	150.79	122	9.02	141.78	
10	18	32.25	132	9.13	23.12	
11	11	114.32	150	18.21	96.11	
12	12	146.74	161	19.69	127.05	
13	 6	87.80	173	20.67	67.14	
14	20	127.05	179	22.62	104.43	
15	19	229.45	199	24.03	205.41	
16	13	357.38	218	27.35	330.03	
17	23	226.10	231	32.01	194.10	
18	23	154.66	254	36.15	118.52	
19	12	353.48	277	36.64	316.83	
20	17	137.20	289	42.14	95.06	
21	14	178.01	306	51.11	126.90	
22	15	103.42	320	51.40	52.02	
23	 7	90.70	335	51.51	39.19	
24	24	330.68	342	53.82	276.86	
25	13	210.77	366	53.98	156.79	
26	 7	388.20	379	56.02	332.18	
27	 9	161.02	386	62.53	98.49	
28	11	87.64	395	64.41	23.24	
29	25	125.17	406	67.87	57.29	
30	 7	91.20	431	69.91	21.29	
31	 7	213.39	438	70.16	143.24	
32	17	318.62	445	70.23	248.38	
33	 6	329.83	462	72.35	257.47	
34	10	161.11	468	74.10	87.00	
35	15	302.22	478	77.67	224.55	
36	 7	413.28	493	79.06	334.22	
37	20	303.47	500	79.72	223.75	
38	 7	389.39	520	82.82	306.57	
39	10	159.36	527	85.95	73.41	
40	18	218.45	537	90.62	127.83	
41	16	130.42	555	91.21	39.22	
42	17	100.60	571	92.16	8.44	
43	24	102.70	588	92.76	9.94	
44	21	241.41	612	96.71	144.70	
45	 8	156.97	633	96.91	60.06	
46	21	233.05	641	99.33	133.72	
47	18	153.06	662	101.05	52.00	
48	25	135.39	680	105.01	30.39	
49	19	234.53	705	105.33	129.20	
50	 8	427.61	724	109.22	318.40	
51	22	259.64	732	109.29	150.36	
52	 9	133.91	754	109.69	24.22	
53	18	398.34	763	111.32	287.02	
54	19	146.66	781	115.78	30.88	
55	16	341.43	800	116.05	225.38	
56	17	228.27	816	116.40	111.88	
57	25	265.83	833	121.64	144.20	
58	25	216.24	858	123.27	92.97	
59	 5	287.81	883	131.16	156.65	
60	21	267.32	888	131.18	136.13	
61	 5	349.76	909	131.70	218.07	
62	21	424.39	914	132.07	292.32	
63	 9	332.73	935	134.91	197.82	
64	 9	347.98	944	135.33	212.65	
65	18	438.61	953	137.26	301.35	
66	 5	392.64	971	137.85	254.80	
67	 9	325.48	976	139.16	186.32	
68	20	452.26	985	143.09	309.16	
69	18	293.79	1005	146.04	147.75	
70	14	293.91	1023	149.26	144.64	
71	11	431.67	1037	153.05	278.61	
72	15	435.13	1048	154.95	280.18	
73	 7	204.03	1063	156.50	47.53	
74	 7	218.90	1070	161.13	57.76	
75	16	235.13	1077	161.21	73.92	
76	 6	170.13	1093	161.89	8.24	
77	15	409.53	1099	162.05	247.48	
78	17	292.02	1114	162.39	129.64	
79	14	289.12	1131	162.91	126.21	
80	22	368.59	1145	163.37	205.22	
