 1	10	74.13	 1	0.00	74.13	
 2	 3	103.74	11	2.14	101.59	
 3	 3	91.13	14	2.28	88.85	
 4	10	55.42	17	2.47	52.95	
 5	10	18.88	27	4.77	14.10	
 6	 1	37.32	37	5.93	31.39	
 7	 4	77.34	38	8.19	69.15	
 8	 2	28.39	42	8.68	19.71	
 9	 3	88.80	44	10.68	78.12	
10	 9	76.97	47	14.09	62.87	
11	 5	103.25	56	14.14	89.11	
12	10	54.22	61	14.61	39.60	
13	 8	36.82	71	14.70	22.12	
14	 4	87.27	79	15.81	71.46	
15	 5	105.19	83	16.27	88.92	
16	 1	40.35	88	17.04	23.30	
17	 4	87.63	89	17.60	70.03	
18	 9	120.54	93	18.82	101.71	
19	 6	138.32	102	21.25	117.07	
20	 9	96.88	108	22.51	74.37	
21	 1	96.49	117	25.37	71.12	
22	 1	118.42	118	25.41	93.01	
23	 1	46.68	119	26.04	20.64	
24	 4	79.64	120	27.86	51.77	
25	10	80.76	124	28.85	51.91	
26	 6	118.58	134	30.50	88.08	
27	 5	145.99	140	31.00	114.99	
28	 8	78.47	145	31.39	47.07	
29	 2	81.83	153	32.46	49.37	
30	 9	69.18	155	32.48	36.70	
31	 9	146.93	164	32.93	114.00	
32	 1	114.40	173	33.76	80.64	
33	 1	51.16	174	34.06	17.10	
34	 7	105.87	175	34.21	71.66	
35	 4	133.51	182	34.93	98.57	
36	 1	91.60	186	38.22	53.38	
37	10	105.76	187	39.24	66.52	
38	 9	88.25	197	42.06	46.19	
39	 5	91.36	206	42.27	49.09	
40	10	98.40	211	44.03	54.37	
