no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: l
type______: n
no_orders_: 60
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.7
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 30015
empty_posi: 11338
chaotical_: 22903
14259,5546,21491,2554,26864,
3545,19183,31915,10028,14464,
8753,23430,7677,22053,3636,
26339,13036,643,5848,13819,
21473,6449,31084,24744,2523,
19839,28940,30316,9188,31137,
22829,26293,3653,26895,24182,
15967,10742,8747,12754,24187,
14424,29476,29123,4175,12070,
17947,15865,6813,2217,133,
10531,15401,25644,29137,32005,
12149,2736,5450,1226,7119,
11233,11070,20892,6029,26440,
28000,11635,8088,30145,25195,
12330,10279,1840,5384,10968,
10957,10352,12786,23901,21942,
17804,20824,10811,16430,7218,
28547,15528,18530,12900,22712,
21729,32363,9585,3168,11968,
16520,25892,23398,13969,27819,
12091,17889,34,19256,24346,
23539,13337,5897,26049,9712,
26506,18101,32252,22467,4553,
31506,28889,21390,5245,14072,
32351,16273,2550,17480,15997,
13133,19905,27181,3649,16361,
29561,22690,23883,22484,8159,
27957,28544,22956,30765,13578,
26371,16991,7080,20514,10849,
19088,23413,6621,31499,29500,
9389,15038,20490,17821,20660,
1903,18670,19022,20422,20741,
19719,31665,25042,2692,10968,
14222,20876,26534,19401,29692,
26046,22744,20508,15237,31966,
2182,10018,13445,1766,15768,
30639,14291,20832,18237,27851,
15011,22976,21991,15018,4011,
6647,26007,28639,17285,837,
7514,26316,6229,6991,18451,
27485,25771,28529,19068,26870,
22955,21077,14952,13481,29803,
6085,31563,18349,7836,17085,
1019,32267,17005,22981,12728,
11675,21932,21885,19563,10543,
8238,23930,8235,1038,16754,
18256,20485,10660,14721,3056,
17917,7543,31000,10037,25680,
30557,15625,5561,23548,28653,
14559,25837,19586,4403,21697,
