no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: l
type______: n
no_orders_: 80
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.7
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 22154
empty_posi: 29012
chaotical_: 9269
3083,29836,13998,10820,23230,
15377,17029,26576,26151,6124,
21999,21733,21554,11307,848,
32421,28810,31901,19151,490,
19631,23697,23307,6445,9800,
3041,18953,16807,1978,9519,
23154,15285,22265,16751,8443,
27265,18079,29861,7716,22239,
23867,2032,8229,22901,1771,
5320,293,12319,25901,25988,
5550,658,20722,16159,24414,
6719,17140,30779,22495,20858,
5706,358,26649,32219,22841,
17053,24485,23012,8270,29198,
133,12773,4009,18466,29459,
22557,3740,13499,13880,9250,
22901,31163,24542,387,26007,
20165,16808,20907,19408,29255,
17888,9480,11494,19384,6321,
3949,17523,798,29078,7093,
7667,12756,4370,8874,8220,
4234,18082,2341,25198,18061,
4848,10614,266,15945,14921,
27653,25287,8972,23377,21306,
9603,27660,24053,32411,9399,
6316,20130,26932,20046,507,
31156,26428,14776,25981,23346,
9973,13626,3375,14008,14548,
15752,14533,27572,25314,5013,
11318,22997,17250,25770,1914,
27073,1716,14518,19346,3591,
13433,6885,12490,20564,22520,
12403,12859,16105,1985,12739,
29331,20044,4239,31147,24089,
830,18291,7954,11755,30958,
18223,19646,12426,5996,7392,
19303,31641,3680,10209,29200,
27362,26620,12523,28823,4250,
18479,31873,10378,31462,11292,
23691,2108,29342,15818,1345,
7192,5968,4125,10570,18998,
31880,22277,8485,27692,11342,
28661,8649,15143,13041,20119,
18056,16954,6147,8638,29241,
19189,26789,17564,19350,30778,
14085,20533,22755,844,13092,
24851,32465,20265,16605,25915,
26273,17946,12067,1633,3980,
13704,29834,1112,3939,7185,
5384,5068,18035,7643,5373,
