no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: s
type______: n
no_orders_: 80
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.7
m_no_o_p_b: 500000
m_no_a_p_b: 75
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 26457
empty_posi: 22930
chaotical_: 21290
24840,17714,13909,30009,23,
19855,3292,16903,19138,29583,
15646,11715,26700,30196,11549,
24435,6257,14112,4365,26764,
23719,20797,32441,6848,18084,
15035,20515,28696,4128,3839,
6506,14658,24540,20313,13809,
1580,24547,12343,12478,31954,
2320,18073,3104,4692,18384,
10693,11413,23115,24105,23868,
27370,24669,9980,5868,4516,
16399,7815,13735,18847,28379,
21549,31700,14837,27779,10618,
25189,24353,19876,610,6153,
23909,21646,19145,162,21097,
3155,30025,18681,27172,6686,
22319,25264,15103,14534,1478,
31865,11576,4771,6361,19078,
29061,28065,30323,13121,19195,
23954,3049,13372,12333,28873,
6170,4971,1944,2788,27382,
12433,831,25065,15933,2808,
24466,20885,2953,20325,2452,
30960,911,587,28733,22053,
2722,6719,1309,21649,24185,
7852,12355,282,18737,7880,
15197,22722,1429,5318,30753,
25979,14494,2382,9707,7486,
9270,2858,23207,14167,30529,
20290,29425,27651,24286,3274,
19835,21052,15594,27066,21935,
20436,10183,2942,8598,20417,
5979,8175,9977,12984,25435,
29315,19398,11773,30409,25024,
21940,3193,23739,18679,32042,
1549,2655,12846,10078,8486,
2620,25694,3002,21137,27834,
8671,18563,20369,8677,11040,
10940,17967,8302,22939,11592,
28626,32242,26376,29520,12815,
23679,13521,16868,16834,20821,
10183,15589,31838,10473,27667,
27426,27521,11312,13679,17857,
9932,19225,20374,22241,2033,
20572,4856,11133,25869,626,
4531,7315,17721,21988,4287,
13190,17243,5321,8552,11714,
4931,8074,28418,25502,23795,
10985,5336,5766,25149,8002,
4197,27225,8852,32016,9159,
