no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: s
type______: n
no_orders_: 80
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.6
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 3113
empty_posi: 15512
chaotical_: 27605
12149,30654,4059,13643,31127,
21776,14079,11219,22112,28871,
29660,21108,8978,16435,32595,
29725,24109,27104,16271,4316,
12248,15467,13195,11088,20866,
1941,14292,2657,6345,2966,
2193,17198,10651,29364,9408,
8007,5019,2323,30402,13085,
24262,9935,26138,14519,19286,
72,13938,678,18662,20669,
22494,6970,26840,4893,3173,
25590,20468,15641,1726,18754,
27473,12414,26199,24160,27769,
22210,13468,30113,20680,6876,
18293,2265,30741,13657,11536,
1552,3733,32429,1250,21626,
19963,15303,27112,9642,23012,
6376,21043,26370,15219,18100,
1955,26478,16440,28042,7667,
1362,16471,27409,2549,30912,
4070,3603,15903,3567,8086,
17551,28743,25576,4246,28681,
27819,899,16308,21541,6708,
25234,3014,21364,5116,10076,
23368,28302,31757,16461,9542,
14689,27500,9195,381,15048,
9046,19724,957,27232,25545,
18246,26257,16535,2886,24488,
18722,3333,25558,19879,1113,
1792,16715,26715,23364,19562,
21704,15340,2747,17102,22915,
4935,31811,3755,32458,18965,
8242,5392,13124,31469,13076,
15209,13690,24008,29262,22937,
3477,27318,1025,4681,21609,
5328,5681,1407,27571,12654,
31015,4466,2975,24474,14611,
5533,18830,964,31478,27666,
31765,11191,8383,3345,8265,
28363,30900,4313,9274,7772,
31764,958,15037,23164,24827,
16508,7279,24293,901,17611,
23030,7217,27190,13363,9098,
29006,27034,32034,10677,6444,
11048,21564,31574,8376,7020,
31218,1260,30990,870,32342,
5393,31210,20781,30509,2629,
26720,21463,23622,3565,21966,
28317,32267,155,27406,1851,
19030,31632,29680,13206,21382,
