no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: l
type______: n
no_orders_: 40
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.5
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 2589
empty_posi: 23835
chaotical_: 23807
15974,21481,3942,11597,21810,
16551,23819,4871,6478,28854,
17144,15664,19522,29644,21789,
26313,6298,30616,17022,6808,
22167,18854,24455,25640,2341,
12418,10912,4625,9997,24608,
32514,28025,1132,3451,27081,
2779,28772,25981,21834,6152,
23313,27423,32422,19307,6078,
209,27040,22672,3929,8476,
18091,3560,30501,2694,32583,
32710,24495,25270,23694,25774,
12291,5336,31754,1743,24863,
28483,1738,28366,3496,17497,
24245,11205,10716,4783,13854,
23692,30664,30831,17816,24119,
3003,30202,5131,17375,29946,
17361,1287,31654,24245,16309,
8537,17653,15674,13581,19932,
23560,23401,1161,25746,32429,
23656,28421,25587,11848,1432,
1968,10373,21275,25799,4461,
25773,9412,9895,19321,19141,
31751,12670,29006,7534,29134,
22560,29128,6696,28526,14619,
8583,29216,5164,7729,27796,
17736,5120,28683,19271,21421,
29593,4651,32360,22790,17824,
15139,22164,18056,19777,7428,
2786,20226,10728,29210,25287,
31013,28744,16854,14135,11299,
21666,29196,3853,27261,19012,
30815,23213,12053,15440,16377,
4840,8331,17342,6015,16160,
3782,32420,15171,9900,28369,
27829,20412,12669,18665,29960,
24628,15362,19668,31004,13761,
25162,116,6424,6774,1641,
15515,3415,23770,5660,27681,
14627,10137,21424,16692,23233,
378,9759,21744,31919,2449,
13437,25903,3113,17334,20626,
9379,14577,2358,29897,20770,
592,29128,22857,1088,5464,
18626,25697,29219,24685,25228,
31273,2707,4,26197,28518,
12369,26793,24582,9135,31402,
29255,11892,1742,13643,10404,
8666,3433,4695,1323,24198,
22754,17079,30190,22482,5755,
