no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: s
type______: n
no_orders_: 20
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.6
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 8616
empty_posi: 5416
chaotical_: 15517
15569,9003,6952,21058,12080,
13152,12499,18852,32293,3194,
9185,1194,25282,9933,24738,
32372,27520,6022,9700,16294,
28475,18330,12311,27908,12670,
5884,8111,9280,7169,16403,
7882,6927,12656,3947,2579,
13442,7534,17323,8422,148,
1498,10695,181,23040,337,
18806,28586,5717,22260,13799,
14989,31819,27499,22191,10729,
29784,32554,15623,21098,10111,
8690,22836,17546,105,32667,
9286,24428,17078,27154,4613,
19208,11413,17566,24361,23945,
22162,13415,4041,28659,17840,
14904,12822,26121,25528,6532,
14665,28014,20944,12455,1242,
14346,18767,9839,26611,13743,
32464,4315,17700,4349,15238,
31010,4696,29571,8399,24823,
22792,21798,18955,11532,1710,
23239,16558,6357,8573,2080,
30356,6030,13647,18671,14997,
18047,3295,5463,23386,21631,
2872,13699,27758,695,14701,
26764,24984,8872,23691,29341,
29801,13680,10188,22101,2065,
4168,24333,15724,32631,10834,
32130,21658,14728,30610,13481,
7860,10190,30009,22396,793,
13125,19242,1515,6988,25451,
9911,11401,994,31639,12971,
11398,13471,651,20622,16349,
9180,26700,30500,28110,14635,
15922,23095,9103,21310,13627,
16278,17727,25861,22180,9566,
19227,28183,10939,7544,16116,
21075,16879,611,11745,21703,
21545,26932,25137,14801,27231,
29915,31139,21635,18022,28327,
11226,844,32007,18445,21771,
24533,30294,27045,6393,9770,
18495,29557,12835,5914,8034,
21106,16699,23008,10785,20292,
12507,8451,14838,31306,372,
5754,3850,6366,4487,21268,
516,30682,13847,25879,31,
18266,14174,10791,3456,25540,
1471,106,16838,12294,15100,
