no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: l
type______: n
no_orders_: 60
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.6
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 8777
empty_posi: 1556
chaotical_: 8754
12489,28639,30457,17866,22886,
22806,14958,1379,26364,3190,
18471,12264,2708,23926,12818,
10920,789,751,14578,17253,
30474,6609,5193,26791,7077,
16405,29052,15446,19716,23538,
28210,13448,31668,25428,4605,
16024,4980,14218,2876,6264,
16187,26942,13120,21576,11900,
30891,7597,14887,16296,26122,
14115,31817,13301,9805,14110,
29001,20574,20496,26907,18625,
4074,5325,4349,28185,19250,
23119,28334,3484,31005,2153,
9481,28625,27887,24295,2040,
7944,13698,26565,5593,2867,
466,22943,8231,8183,11968,
32361,26454,259,25103,29280,
11774,24737,22195,20288,1852,
9354,15947,6072,25686,19711,
23532,30491,9629,21013,15392,
10584,12952,27473,11822,7980,
23902,30068,25244,12950,5444,
27288,21235,32652,11448,8316,
22210,13548,13933,16669,2533,
29109,15801,12678,26631,631,
24123,23272,16742,4872,32448,
2541,27862,10361,13159,22602,
23305,30536,2820,21652,28429,
27095,19395,23636,16406,27421,
25358,23645,10366,18844,3248,
27485,17930,18067,30010,29363,
20335,9588,23461,22912,25365,
20376,30266,26113,13082,24626,
7855,18716,12954,11394,2451,
2104,10286,7243,3308,14674,
18866,26246,14878,17741,17740,
1624,20238,9354,23465,31810,
17032,18873,28554,12184,28638,
12015,11904,1076,9682,14584,
14067,30827,7350,25838,24425,
24384,6098,29706,773,2776,
13830,2491,30542,31534,13745,
28661,3891,25864,12241,30156,
20299,9514,3691,7233,14177,
29641,16941,1372,17711,27714,
31570,22907,5226,15628,27078,
5865,16383,5099,18570,32690,
26781,6759,14427,6582,1139,
5757,11662,29949,23611,916,
