no_aisles_: 10
no_cells__: 45
opgrade___: 1
cell_lengt: 1
cell_width: 1.5
aisle_widt: 2
dis_ais_wa: 1
no_aisle_a: 1
no_aisle_b: 3
no_aisle_c: 6
arrangemen: c
routing___: l
type______: n
no_orders_: 40
a_p_or_mea: 15
a_p_or_var: 10
qntity_exp: 1
prop_cla_a: 52
prop_cla_b: 36
prop_cla_c: 12
no_instanc: 50
start_time: 0
MTCR______: 0.6
m_no_o_p_b: 500000
m_no_a_p_b: 45
m_ca_p_b__: 200000
no_of_work: 1
speed_move: 48
speed_pick: 6
art_capacy: 26802
empty_posi: 21995
chaotical_: 30550
22974,6333,14990,17500,30236,
23700,14968,8084,7124,27785,
4479,26378,15382,4892,17910,
5716,30824,28365,13102,14096,
8522,1582,7484,13710,2069,
25148,12797,28105,10281,8943,
7000,1180,27463,16912,1731,
24882,3388,30795,17929,23231,
25280,30853,27978,28269,1949,
30064,4675,4506,14356,9564,
4303,29760,22908,14416,30894,
18356,30252,29785,2182,23956,
12443,27682,23079,13050,29126,
965,9235,15350,22226,14305,
13374,828,8691,23277,2066,
29209,12940,15563,9654,21676,
18584,28832,6800,28242,5960,
9444,17161,12898,27373,16821,
16272,29979,26137,16753,15073,
10458,6657,30595,25991,31632,
32294,14717,19103,26740,2869,
7784,25056,4597,32043,18519,
728,30707,188,27715,7544,
24110,20470,3090,23507,30463,
546,5881,4387,9798,4843,
25604,6669,28835,25794,15091,
4646,27369,17024,24392,693,
15823,9293,20894,28347,4585,
15297,15164,24624,30679,2890,
14314,23184,8381,3278,29188,
22166,31475,11153,17612,11079,
1789,5464,22788,2099,30909,
9935,28605,25848,30951,30504,
20330,2567,6838,18181,1848,
5803,23005,22168,31906,10311,
13505,26376,30527,1759,14053,
27415,7903,31449,1957,11011,
8151,12293,20776,24489,27033,
18908,5008,2288,15240,3333,
14451,869,29706,16926,31375,
8483,21982,13752,30137,18934,
14256,31139,29463,26304,20970,
19309,17807,7195,7886,17445,
19071,6207,194,13668,25263,
30759,8938,22415,30596,2031,
18428,11606,24694,25217,31568,
16512,15555,13424,22583,7147,
5477,9764,23438,9934,23362,
12600,29587,17730,5540,25888,
16887,25089,21736,24335,17460,
