 1	 3	156.16	 1	0.00	156.16	
 2	 7	155.08	 4	0.83	154.26	
 3	 9	54.99	11	2.00	52.98	
 4	 9	67.02	20	2.33	64.69	
 5	10	23.30	29	5.63	17.67	
 6	 7	13.44	39	6.08	7.36	
 7	 5	92.13	46	6.26	85.88	
 8	 9	175.85	51	6.85	169.00	
 9	 3	149.52	60	8.22	141.30	
10	10	133.96	63	8.86	125.09	
11	 3	125.62	73	9.44	116.17	
12	 1	47.71	76	9.59	38.12	
13	 3	17.98	77	10.63	7.35	
14	 2	124.32	80	10.88	113.44	
15	 6	173.18	82	13.55	159.63	
16	 3	135.73	88	14.68	121.05	
17	 3	154.92	91	15.06	139.86	
18	 6	145.41	94	15.38	130.04	
19	 9	90.23	100	15.47	74.76	
20	 2	66.28	109	16.68	49.60	
21	 8	184.50	111	19.73	164.77	
22	 7	147.60	119	23.61	124.00	
23	10	68.83	126	25.23	43.60	
24	 4	50.39	136	26.54	23.85	
25	 1	138.98	140	27.38	111.60	
26	 3	117.22	141	32.76	84.46	
27	 6	214.06	144	34.01	180.04	
28	 6	190.39	150	34.62	155.77	
29	 4	110.20	156	35.91	74.29	
30	 7	227.06	160	37.28	189.79	
31	 8	72.31	167	37.91	34.39	
32	 6	178.44	175	39.32	139.12	
33	 6	226.58	181	39.42	187.16	
34	 5	193.31	187	39.80	153.52	
35	 8	234.46	192	40.18	194.29	
36	 2	141.74	200	40.28	101.45	
37	 5	155.05	202	40.29	114.76	
38	 9	178.44	207	41.33	137.11	
39	 4	112.67	216	42.12	70.55	
40	 3	87.94	220	43.70	44.24	
