 1	24	172.00	 1	0.00	172.00	
 2	 9	153.11	25	3.60	149.51	
 3	11	401.90	34	7.46	394.44	
 4	13	318.81	45	9.01	309.80	
 5	16	310.01	58	11.67	298.34	
 6	13	370.05	74	12.01	358.05	
 7	15	220.10	87	12.91	207.19	
 8	23	492.44	102	13.21	479.23	
 9	16	391.11	125	14.91	376.20	
10	21	180.69	141	16.60	164.09	
11	23	489.14	162	19.21	469.93	
12	14	240.19	185	23.21	216.99	
13	12	397.46	199	25.56	371.90	
14	22	79.61	211	27.39	52.23	
15	11	340.39	233	33.80	306.59	
16	16	182.70	244	34.74	147.96	
17	22	110.75	260	35.09	75.65	
18	23	120.75	282	37.51	83.23	
19	 9	69.54	305	39.26	30.28	
20	12	390.51	314	42.86	347.65	
21	17	565.84	326	43.68	522.16	
22	 5	473.17	343	47.11	426.05	
23	10	555.40	348	52.53	502.86	
24	12	170.58	358	53.29	117.29	
25	22	189.38	370	53.57	135.80	
26	25	85.51	392	66.57	18.94	
27	13	560.91	417	72.77	488.14	
28	16	571.63	430	75.67	495.96	
29	15	130.65	446	79.66	50.99	
30	18	360.70	461	82.38	278.32	
31	23	181.06	479	83.34	97.72	
32	16	553.91	502	84.16	469.75	
33	12	422.95	518	85.17	337.78	
34	11	513.79	530	85.18	428.61	
35	23	283.76	541	91.94	191.81	
36	18	405.04	564	92.31	312.73	
37	14	469.59	582	94.05	375.54	
38	 7	534.86	596	94.44	440.42	
39	17	405.02	603	96.48	308.54	
40	17	116.53	620	96.52	20.00	
41	25	429.19	637	96.95	332.24	
42	12	482.93	662	100.49	382.44	
43	10	311.11	674	101.12	209.98	
44	25	176.59	684	102.33	74.26	
45	10	521.37	709	103.39	417.98	
46	11	503.19	719	104.65	398.55	
47	 6	129.18	730	104.91	24.27	
48	23	124.61	736	108.02	16.58	
49	12	462.17	759	108.84	353.33	
50	 5	140.70	771	109.68	31.02	
51	19	350.74	776	111.84	238.90	
52	12	599.52	795	113.23	486.29	
53	 9	145.52	807	114.89	30.63	
54	20	181.23	816	121.86	59.37	
55	21	471.37	836	125.31	346.06	
56	 9	478.92	857	125.65	353.27	
57	11	331.54	866	126.36	205.18	
58	20	526.89	877	129.09	397.80	
59	19	377.90	897	129.88	248.02	
60	 9	325.50	916	131.47	194.03	
