 1	 5	18.15	 1	0.00	18.15	
 2	 6	10.24	 6	1.62	8.61	
 3	 1	131.96	12	1.79	130.17	
 4	 6	10.67	13	4.65	6.02	
 5	 9	122.67	19	5.07	117.60	
 6	 4	120.32	28	5.19	115.12	
 7	10	39.92	32	5.34	34.58	
 8	 4	80.61	42	5.60	75.01	
 9	 4	13.84	46	5.82	8.02	
10	 3	20.96	50	7.36	13.60	
11	 2	65.30	53	7.89	57.42	
12	 9	29.76	55	10.34	19.42	
13	 4	103.85	64	11.33	92.51	
14	 6	121.55	68	12.07	109.48	
15	 7	61.63	74	12.24	49.39	
16	 6	75.37	81	13.65	61.72	
17	 1	123.17	87	14.38	108.79	
18	 8	135.36	88	15.76	119.60	
19	 5	134.54	96	16.49	118.05	
20	 6	127.69	101	18.93	108.76	
