 1	 1	 1	53	
 1	 2	 1	72	
 1	 3	 1	49	
 1	 4	 3	66	
 1	 5	 1	84	
 1	 6	 4	60	
 2	 7	 2	 8	
 2	 8	 3	22	
 2	 9	 1	27	
 2	10	 4	53	
 2	11	 1	90	
 2	12	 1	63	
 2	13	 1	52	
 2	14	 1	35	
 3	15	 5	14	
 4	16	 8	47	
 4	17	 7	42	
 5	18	 1	71	
 5	19	 2	62	
 5	20	 4	62	
 5	21	 1	12	
 5	22	 8	47	
 5	23	 1	 5	
 5	24	 1	21	
 6	25	 9	34	
 6	26	 1	53	
 7	27	 1	52	
 7	28	 2	22	
 7	29	 4	29	
 7	30	 1	82	
 7	31	 4	66	
 8	32	 1	48	
 8	33	 1	12	
 8	34	 1	87	
 8	35	 2	55	
 8	36	10	45	
 9	37	 1	23	
 9	38	 6	32	
 9	39	 4	66	
 9	40	 4	19	
 9	41	 8	34	
 9	42	 4	86	
 9	43	 1	63	
 9	44	 1	23	
 9	45	 2	67	
 9	46	 1	57	
10	47	 4	63	
11	48	 1	50	
11	49	 1	80	
11	50	 6	58	
11	51	 2	40	
11	52	 6	77	
11	53	 1	75	
11	54	 2	83	
11	55	 6	24	
11	56	 7	42	
11	57	 9	 9	
12	58	 1	45	
12	59	 3	 7	
12	60	 1	13	
13	61	 1	72	
13	62	 4	53	
13	63	 7	29	
13	64	 1	57	
13	65	 1	83	
13	66	 1	13	
13	67	 2	41	
13	68	 1	17	
13	69	 4	69	
13	70	 3	85	
14	71	 3	63	
15	72	 1	21	
15	73	 1	30	
15	74	 2	54	
15	75	 1	72	
15	76	10	89	
16	77	 4	73	
16	78	 3	42	
16	79	 1	 4	
16	80	 7	35	
16	81	 1	10	
16	82	 1	19	
16	83	 1	65	
16	84	 1	20	
16	85	 8	13	
16	86	 1	75	
17	87	 2	82	
17	88	 3	18	
17	89	 4	38	
17	90	 1	35	
18	91	 1	24	
18	92	 1	49	
18	93	 3	12	
18	94	 3	82	
19	95	 1	84	
19	96	 4	63	
19	97	 3	51	
19	98	 3	22	
19	99	 1	54	
20	100	 1	57	
20	101	 1	72	
20	102	 1	53	
20	103	 1	73	
20	104	 4	53	
