 1	 8	67.99	 1	0.00	67.99	
 2	 5	127.86	 9	3.74	124.12	
 3	 2	45.39	14	3.75	41.64	
 4	 3	88.73	16	4.64	84.10	
 5	 5	127.69	19	5.22	122.47	
 6	10	19.51	24	5.68	13.83	
 7	 9	65.21	34	5.73	59.48	
 8	 2	86.69	43	6.35	80.34	
 9	 3	90.14	45	7.38	82.76	
10	 8	15.14	48	7.52	7.62	
11	 8	91.26	56	7.53	83.73	
12	 5	42.26	64	9.53	32.73	
13	 8	115.96	69	9.95	106.01	
14	 2	26.56	77	10.52	16.04	
15	 3	67.97	79	11.52	56.45	
16	 8	72.83	82	12.21	60.62	
17	 1	70.55	90	12.51	58.04	
18	 1	41.02	91	12.72	28.30	
19	10	78.68	92	14.05	64.63	
20	 1	72.43	102	14.60	57.84	
