 1	 1	 3	56	
 1	 2	 7	38	
 1	 3	 1	36	
 1	 4	 1	88	
 1	 5	 2	51	
 1	 6	 4	41	
 1	 7	 1	71	
 1	 8	 1	64	
 1	 9	 2	76	
 1	10	 1	39	
 2	11	 1	77	
 2	12	 1	41	
 2	13	 1	42	
 2	14	 4	58	
 2	15	 1	59	
 2	16	 9	47	
 3	17	 3	40	
 3	18	 4	10	
 4	19	 2	25	
 4	20	 1	 1	
 4	21	 1	64	
 4	22	 2	18	
 4	23	 1	68	
 5	24	 4	17	
 5	25	 1	 9	
 5	26	 1	61	
 5	27	 2	42	
 6	28	 2	85	
 6	29	 4	51	
 7	30	 1	22	
 7	31	 1	39	
 7	32	 3	46	
 7	33	 2	34	
 7	34	 1	11	
 8	35	 7	 8	
 8	36	 5	57	
 8	37	 4	 4	
 8	38	 1	88	
 8	39	 2	90	
 9	40	 5	24	
 9	41	 1	13	
 9	42	 2	13	
 9	43	 1	12	
 9	44	 1	79	
 9	45	 3	73	
 9	46	 4	 1	
 9	47	 2	57	
 9	48	 3	79	
10	49	 1	28	
11	50	 2	59	
11	51	 3	84	
11	52	 4	28	
11	53	 1	77	
11	54	 1	 4	
12	55	 1	33	
12	56	 3	32	
12	57	 1	23	
12	58	 2	86	
12	59	 4	19	
12	60	 1	 3	
12	61	 1	41	
12	62	 2	40	
12	63	 4	71	
13	64	 1	32	
13	65	 4	35	
13	66	 2	13	
13	67	 1	90	
13	68	 2	48	
13	69	 1	57	
13	70	 1	56	
14	71	 3	78	
14	72	 1	14	
14	73	 4	58	
14	74	10	50	
15	75	 1	27	
15	76	 1	82	
15	77	 1	71	
16	78	10	79	
16	79	 1	36	
16	80	 1	21	
16	81	 3	55	
16	82	 1	27	
16	83	10	13	
17	84	 1	11	
17	85	 7	88	
17	86	 1	29	
17	87	 1	69	
17	88	 3	 5	
18	89	 1	63	
18	90	 3	88	
18	91	 1	65	
18	92	 1	73	
18	93	 4	 7	
18	94	 8	21	
19	95	 1	 6	
19	96	 3	26	
19	97	 2	68	
19	98	 1	 3	
19	99	 3	35	
20	100	 1	73	
20	101	 1	39	
20	102	 1	56	
20	103	 7	71	
20	104	 4	36	
20	105	 1	13	
20	106	 2	36	
20	107	 1	52	
20	108	 4	64	
