 1	10	117.80	 1	0.00	117.80	
 2	10	116.17	11	0.05	116.12	
 3	 2	118.42	21	0.35	118.07	
 4	 4	47.86	23	2.08	45.78	
 5	 1	97.26	27	2.18	95.08	
 6	 8	13.29	28	4.33	8.96	
 7	 5	117.71	36	5.12	112.59	
 8	 5	28.84	41	5.63	23.21	
 9	 4	95.93	46	5.89	90.03	
10	 5	49.75	50	6.19	43.56	
11	 1	103.77	55	6.41	97.36	
12	 8	64.38	56	8.33	56.04	
13	10	27.26	64	9.18	18.08	
14	 3	82.47	74	9.43	73.04	
15	 5	77.75	77	9.57	68.18	
16	 5	68.35	82	10.53	57.82	
17	 5	40.92	87	11.59	29.33	
18	 6	36.36	92	12.37	23.99	
19	 4	75.74	98	12.86	62.88	
20	10	114.86	102	13.31	101.55	
