 1	 1	 3	42	
 1	 2	 2	25	
 2	 3	 7	86	
 2	 4	 4	55	
 2	 5	 1	29	
 2	 6	 1	41	
 2	 7	 1	88	
 2	 8	 1	18	
 2	 9	 1	70	
 2	10	 2	 8	
 2	11	 1	24	
 3	12	 7	90	
 3	13	 4	17	
 4	14	 1	18	
 4	15	 1	44	
 4	16	 4	16	
 4	17	 3	40	
 4	18	 1	90	
 4	19	 3	37	
 4	20	 4	13	
 4	21	 1	34	
 4	22	 1	65	
 4	23	 1	29	
 5	24	 1	43	
 5	25	 1	89	
 5	26	 1	84	
 5	27	 4	18	
 5	28	 2	68	
 5	29	 1	39	
 5	30	 3	 3	
 5	31	 1	16	
 6	32	 1	72	
 6	33	 3	22	
 6	34	 4	57	
 6	35	 3	40	
 7	36	 1	13	
 7	37	 1	72	
 7	38	 2	75	
 8	39	 2	62	
 8	40	 2	72	
 8	41	 1	27	
 8	42	 1	17	
 9	43	 3	66	
 9	44	 2	65	
 9	45	 1	79	
 9	46	 2	75	
 9	47	 3	75	
 9	48	 2	38	
 9	49	 1	38	
 9	50	 3	56	
10	51	 5	64	
10	52	 3	77	
10	53	 1	10	
10	54	 1	 2	
10	55	 4	 1	
11	56	 1	66	
11	57	 1	17	
11	58	 1	59	
12	59	 1	86	
12	60	 3	38	
12	61	 3	82	
12	62	 1	16	
12	63	 3	32	
12	64	 1	30	
12	65	10	60	
13	66	 4	68	
13	67	 1	87	
13	68	 1	48	
13	69	 3	50	
13	70	 2	76	
14	71	 1	30	
14	72	 2	20	
14	73	 1	10	
14	74	 4	57	
14	75	 1	48	
14	76	 4	69	
14	77	 1	60	
14	78	 1	79	
14	79	 1	45	
15	80	 3	55	
15	81	 1	42	
15	82	 1	34	
15	83	 1	67	
15	84	 2	17	
15	85	 2	58	
15	86	 1	69	
15	87	 3	47	
16	88	 9	64	
16	89	 4	15	
16	90	 1	39	
16	91	 3	12	
16	92	 2	21	
17	93	 1	63	
17	94	 1	41	
17	95	 1	56	
17	96	 7	12	
17	97	 5	21	
17	98	 1	60	
17	99	 4	80	
17	100	 1	86	
17	101	 2	86	
18	102	 1	67	
19	103	 8	60	
19	104	 9	19	
19	105	 1	20	
19	106	 1	16	
19	107	 1	64	
19	108	 4	19	
19	109	 2	81	
19	110	 2	29	
19	111	 1	29	
20	112	 1	65	
20	113	 1	15	
20	114	 6	48	
21	115	 1	 1	
21	116	10	72	
21	117	 1	81	
21	118	 9	47	
21	119	 1	20	
21	120	 1	35	
21	121	 1	36	
21	122	 1	18	
22	123	10	20	
22	124	 1	 8	
22	125	 2	48	
22	126	 1	59	
22	127	 5	63	
22	128	 1	58	
22	129	 1	88	
22	130	 3	73	
23	131	 1	14	
24	132	 2	60	
24	133	 7	10	
24	134	 3	56	
25	135	 1	56	
25	136	 4	32	
25	137	 4	24	
25	138	 1	40	
25	139	 3	 5	
26	140	 1	20	
26	141	 1	73	
26	142	 4	31	
26	143	 1	78	
26	144	 7	75	
26	145	 2	75	
26	146	 3	69	
27	147	 1	70	
27	148	 1	63	
27	149	 1	67	
28	150	 1	62	
28	151	 1	70	
28	152	 3	44	
28	153	 1	28	
28	154	 1	89	
28	155	 4	67	
29	156	 1	16	
29	157	 1	49	
29	158	 3	10	
29	159	 1	 7	
29	160	 1	10	
29	161	 4	26	
29	162	 5	82	
29	163	 1	49	
30	164	 1	79	
31	165	 2	37	
31	166	 6	88	
31	167	 4	79	
32	168	 1	52	
32	169	 1	68	
32	170	 1	46	
33	171	 1	54	
33	172	 4	62	
33	173	 3	77	
33	174	 3	57	
33	175	 1	67	
33	176	 4	33	
33	177	 1	49	
34	178	 1	62	
35	179	 3	65	
35	180	 5	89	
35	181	 3	 8	
35	182	 4	45	
35	183	 1	60	
35	184	 3	78	
35	185	 2	76	
35	186	 1	71	
35	187	 8	50	
36	188	 1	40	
36	189	 1	65	
37	190	 4	88	
37	191	 1	12	
37	192	 4	50	
37	193	 1	12	
37	194	 2	69	
37	195	 1	18	
37	196	 4	89	
37	197	 3	10	
37	198	 5	56	
38	199	 3	28	
38	200	 5	74	
38	201	 3	82	
38	202	 3	45	
38	203	 7	26	
38	204	 1	23	
38	205	 3	90	
38	206	 3	54	
38	207	 1	39	
39	208	 3	90	
39	209	 1	33	
39	210	 4	89	
39	211	 2	63	
39	212	 3	60	
39	213	 1	73	
39	214	 1	28	
39	215	 3	60	
39	216	 3	11	
39	217	 1	47	
40	218	 4	74	
40	219	 9	16	
40	220	 1	21	
40	221	 1	 9	
40	222	 1	45	
40	223	 1	60	
40	224	 6	21	
40	225	 3	75	
40	226	 1	14	
