 1	 1	 1	14	
 1	 2	 1	12	
 1	 3	 3	76	
 1	 4	 1	17	
 1	 5	 1	66	
 1	 6	 1	11	
 1	 7	 1	69	
 1	 8	 2	48	
 2	 9	 1	33	
 2	10	 4	54	
 2	11	 1	24	
 2	12	 3	81	
 3	13	 1	56	
 3	14	 1	68	
 3	15	 4	54	
 3	16	 1	90	
 3	17	 1	39	
 3	18	 3	37	
 3	19	 1	 8	
 3	20	 1	86	
 3	21	 2	51	
 4	22	 1	15	
 4	23	 7	61	
 4	24	 1	42	
 4	25	 6	42	
 4	26	 1	15	
 5	27	 8	22	
 5	28	 3	52	
 6	29	 1	 7	
 6	30	 3	29	
 6	31	 3	23	
 6	32	 5	16	
 6	33	 1	10	
 7	34	 2	89	
 7	35	 1	15	
 7	36	 6	41	
 7	37	 1	42	
 7	38	 1	52	
 8	39	 1	 9	
 8	40	 1	 4	
 8	41	 4	67	
 8	42	 2	82	
 8	43	 1	86	
 8	44	 1	12	
 9	45	 2	45	
 9	46	 1	60	
 9	47	 4	18	
 9	48	 1	58	
 9	49	 1	78	
 9	50	 9	89	
 9	51	 1	36	
 9	52	 1	44	
 9	53	 1	72	
 9	54	 1	61	
10	55	 1	44	
10	56	 1	41	
11	57	 1	 6	
11	58	 8	32	
11	59	 1	61	
11	60	 1	10	
11	61	 1	55	
11	62	 1	16	
11	63	 4	35	
11	64	 5	88	
12	65	 1	72	
12	66	 1	28	
13	67	 3	87	
13	68	 8	 6	
13	69	 4	66	
13	70	 1	81	
13	71	 1	86	
13	72	 2	27	
14	73	 1	51	
14	74	 2	 4	
14	75	 1	40	
15	76	 4	10	
15	77	 4	33	
15	78	 3	 9	
15	79	 1	53	
15	80	 1	28	
15	81	 1	35	
15	82	 2	77	
15	83	 1	44	
16	84	 1	32	
16	85	 1	24	
16	86	 3	67	
16	87	 2	77	
16	88	 1	76	
16	89	 7	48	
16	90	 2	23	
17	91	 1	 9	
17	92	 4	42	
17	93	 8	70	
17	94	 2	76	
17	95	 1	76	
17	96	 1	87	
17	97	 1	17	
17	98	 1	 8	
17	99	 4	15	
17	100	 5	76	
18	101	 4	74	
19	102	 3	79	
19	103	 1	86	
19	104	 2	50	
19	105	 1	38	
19	106	 2	 3	
20	107	 1	17	
20	108	 1	20	
20	109	 5	 5	
20	110	 1	77	
