 1	 1	 2	67	
 1	 2	 1	56	
 1	 3	 1	57	
 1	 4	 1	26	
 1	 5	 1	79	
 1	 6	 1	72	
 2	 7	 1	55	
 2	 8	 4	82	
 2	 9	 1	25	
 2	10	 1	75	
 2	11	 2	55	
 2	12	 4	83	
 2	13	 2	60	
 2	14	 3	40	
 2	15	 1	50	
 2	16	 1	49	
 2	17	 1	17	
 2	18	 3	45	
 2	19	 1	30	
 2	20	 1	 1	
 2	21	 8	23	
 2	22	 2	59	
 2	23	 1	 1	
 2	24	 5	79	
 2	25	 2	71	
 3	26	 1	14	
 3	27	 1	87	
 3	28	 4	51	
 3	29	 2	67	
 3	30	 3	56	
 3	31	 1	 1	
 4	32	 1	87	
 4	33	 1	46	
 4	34	 2	41	
 4	35	 4	34	
 4	36	 1	80	
 4	37	 1	24	
 4	38	 2	53	
 4	39	 1	 9	
 5	40	 1	50	
 5	41	 2	 8	
 5	42	 3	86	
 5	43	 4	43	
 5	44	 1	43	
 5	45	 1	18	
 5	46	 1	18	
 5	47	 9	24	
 5	48	 4	36	
 5	49	 1	64	
 5	50	 4	48	
 5	51	 7	56	
 5	52	10	56	
 5	53	 1	 6	
 6	54	 1	80	
 6	55	 1	52	
 6	56	 7	87	
 6	57	 1	26	
 6	58	 3	82	
 6	59	 1	71	
 6	60	 2	24	
 6	61	 1	 4	
 6	62	 2	31	
 6	63	 1	55	
 7	64	 1	56	
 7	65	10	66	
 7	66	 1	72	
 7	67	 1	26	
 7	68	 1	 4	
 7	69	 4	 6	
 7	70	 1	39	
 7	71	 1	31	
 7	72	 1	35	
 7	73	 1	44	
 7	74	 2	79	
 7	75	 1	49	
 7	76	 1	76	
 7	77	 1	64	
 7	78	 9	33	
 8	79	 1	 5	
 8	80	 2	44	
 8	81	 4	11	
 8	82	 1	 7	
 8	83	 1	44	
 8	84	 1	27	
 8	85	 1	42	
 8	86	 1	59	
 8	87	 1	47	
 8	88	 1	33	
 8	89	 1	17	
 8	90	 1	51	
 8	91	 1	78	
 8	92	 1	31	
 8	93	 1	45	
 8	94	 1	61	
 8	95	 1	33	
 8	96	 1	54	
 8	97	 1	87	
 8	98	 1	85	
 8	99	 4	15	
 8	100	 1	57	
 8	101	 1	79	
 9	102	 5	15	
 9	103	 4	41	
 9	104	 4	22	
 9	105	 1	41	
 9	106	 3	67	
 9	107	 1	73	
 9	108	 4	 6	
 9	109	 1	89	
 9	110	 1	60	
 9	111	 1	88	
