 1	14	527.35	 1	0.00	527.35	
 2	10	350.81	15	3.57	347.24	
 3	25	381.58	25	4.35	377.23	
 4	17	83.96	50	4.75	79.21	
 5	20	110.34	67	6.07	104.27	
 6	18	299.93	87	6.50	293.43	
 7	12	517.05	105	7.14	509.91	
 8	16	352.57	117	7.92	344.65	
 9	14	272.87	133	7.92	264.94	
10	24	43.77	147	11.01	32.76	
11	 5	636.19	171	11.51	624.68	
12	 5	78.74	176	13.27	65.47	
13	18	156.65	181	14.04	142.61	
14	15	629.68	199	17.80	611.87	
15	23	352.58	214	17.93	334.66	
16	11	423.52	237	20.41	403.11	
17	25	381.20	248	20.62	360.58	
18	15	425.09	273	22.82	402.27	
19	 9	91.00	288	25.53	65.47	
20	18	92.77	297	28.09	64.67	
21	24	211.41	315	31.92	179.49	
22	13	135.44	339	33.79	101.65	
23	21	401.71	352	33.84	367.87	
24	 5	263.89	373	39.04	224.85	
25	19	53.79	378	39.36	14.43	
26	19	421.86	397	40.25	381.61	
27	11	232.34	416	40.46	191.88	
28	25	443.00	427	41.42	401.59	
29	25	478.80	452	42.22	436.58	
30	15	102.55	477	44.13	58.43	
31	 6	390.72	492	45.81	344.92	
32	 7	220.28	498	50.46	169.82	
33	13	620.17	505	50.56	569.61	
34	11	476.08	518	52.28	423.80	
35	 6	121.97	529	59.04	62.94	
36	23	445.62	535	59.87	385.75	
37	23	223.60	558	62.92	160.68	
38	12	210.69	581	63.11	147.58	
39	24	616.83	593	63.24	553.59	
40	18	139.90	617	63.84	76.06	
41	20	554.24	635	68.23	486.01	
42	22	477.47	655	70.71	406.76	
43	 8	95.83	677	72.26	23.57	
44	 5	416.38	685	73.49	342.89	
45	25	525.39	690	78.51	446.89	
46	13	459.47	715	79.94	379.53	
47	10	219.19	728	84.02	135.17	
48	19	472.23	738	84.21	388.02	
49	 6	571.65	757	84.34	487.31	
50	12	389.12	763	87.29	301.83	
51	20	164.28	775	87.97	76.32	
52	18	244.83	795	89.78	155.04	
53	14	707.88	813	92.69	615.18	
54	10	303.55	827	92.74	210.81	
55	 9	388.48	837	93.08	295.40	
56	15	203.35	846	93.15	110.20	
57	24	419.13	861	95.95	323.19	
58	12	271.19	885	96.03	175.16	
59	24	268.19	897	98.72	169.46	
60	 9	721.49	921	100.47	621.02	
61	21	645.13	930	101.62	543.51	
62	15	735.87	951	105.48	630.39	
63	 6	357.35	966	107.73	249.61	
64	20	313.89	972	115.04	198.85	
65	24	140.79	992	121.03	19.76	
66	13	610.90	1016	121.89	489.01	
67	10	602.73	1029	122.04	480.69	
68	12	188.49	1039	122.90	65.59	
69	10	258.55	1051	123.53	135.02	
70	24	230.45	1061	126.90	103.55	
71	13	756.95	1085	129.56	627.40	
72	 7	504.72	1098	133.25	371.46	
73	12	805.08	1105	135.56	669.52	
74	 6	591.71	1117	135.83	455.87	
75	19	432.42	1123	137.15	295.28	
76	13	515.24	1142	143.10	372.14	
77	18	320.24	1155	148.86	171.38	
78	 5	368.32	1173	149.02	219.30	
79	 9	409.65	1178	150.10	259.55	
80	 6	598.45	1187	151.38	447.07	
