 1	 1	 1	11	
 1	 2	 1	16	
 1	 3	 3	34	
 1	 4	 1	40	
 1	 5	 2	 2	
 1	 6	 1	10	
 1	 7	 1	63	
 1	 8	 2	32	
 1	 9	 3	86	
 1	10	 3	39	
 1	11	 1	41	
 1	12	 4	55	
 1	13	 4	60	
 1	14	 3	71	
 1	15	 1	23	
 1	16	 3	48	
 1	17	 3	61	
 1	18	 1	44	
 1	19	 4	57	
 2	20	10	29	
 2	21	 3	81	
 2	22	 1	74	
 2	23	 4	60	
 2	24	 1	90	
 2	25	 4	64	
 2	26	 1	31	
 2	27	 1	45	
 3	28	 4	68	
 3	29	 2	40	
 3	30	 1	86	
 3	31	 3	78	
 3	32	 3	14	
 3	33	 4	83	
 3	34	 1	 3	
 3	35	 1	65	
 3	36	 1	19	
 3	37	 1	79	
 3	38	 3	49	
 3	39	 1	24	
 4	40	 1	37	
 4	41	 1	81	
 4	42	 9	 6	
 4	43	 3	59	
 4	44	 1	49	
 4	45	 1	46	
 4	46	 3	75	
 4	47	 3	23	
 4	48	 1	69	
 4	49	 1	69	
 4	50	 1	73	
 4	51	 1	20	
 4	52	 1	 3	
 4	53	10	36	
 4	54	 1	78	
 4	55	 5	64	
 4	56	 1	36	
 4	57	 1	59	
 4	58	 2	56	
 4	59	 1	50	
 4	60	 1	22	
 4	61	 1	56	
 4	62	 1	36	
 4	63	 1	16	
 4	64	 1	39	
 5	65	 2	43	
 5	66	 1	78	
 5	67	 1	66	
 5	68	 1	30	
 5	69	 6	38	
 5	70	 3	15	
 5	71	 1	39	
 5	72	 3	70	
 5	73	 1	26	
 5	74	 3	 7	
 5	75	 1	42	
 5	76	 1	88	
 5	77	 3	88	
 5	78	 3	12	
 5	79	 1	71	
 5	80	 1	52	
 5	81	 2	26	
 5	82	 1	47	
 5	83	 1	 3	
 5	84	 3	53	
 6	85	 1	61	
 6	86	 7	45	
 6	87	 9	42	
 6	88	 1	64	
 6	89	 1	77	
 6	90	 4	22	
 6	91	 1	60	
 6	92	 2	50	
 6	93	 1	90	
 6	94	 1	82	
 6	95	 1	62	
 6	96	 1	81	
 6	97	 1	73	
 6	98	 1	16	
 6	99	 3	77	
 6	100	 3	 8	
 6	101	 4	16	
 7	102	 4	46	
 7	103	 3	 3	
 7	104	 2	58	
 7	105	 1	 5	
 7	106	 2	75	
 8	107	 4	10	
 8	108	 1	44	
 8	109	 8	17	
 8	110	 7	39	
 8	111	 5	61	
 8	112	 4	60	
 8	113	 1	72	
 8	114	 4	21	
 8	115	 1	 4	
 8	116	 1	21	
 8	117	 1	70	
 8	118	 1	23	
 8	119	 1	10	
 8	120	 3	60	
 8	121	 4	70	
 8	122	 8	50	
 8	123	 4	48	
 8	124	 4	75	
 8	125	 5	76	
 8	126	 1	68	
 9	127	 3	59	
 9	128	10	14	
 9	129	 1	39	
 9	130	 1	40	
 9	131	 2	25	
 9	132	 1	53	
 9	133	 1	67	
 9	134	 1	27	
 9	135	 3	54	
 9	136	 1	68	
 9	137	 4	53	
 9	138	 4	86	
 9	139	 1	82	
 9	140	 1	51	
 9	141	 1	20	
 9	142	 1	28	
 9	143	 1	30	
 9	144	 3	59	
 9	145	 4	45	
 9	146	 3	74	
10	147	 8	18	
10	148	 1	68	
10	149	 2	44	
10	150	 2	79	
10	151	 1	24	
10	152	 4	46	
10	153	 1	10	
10	154	 3	34	
10	155	 6	66	
10	156	 1	57	
10	157	 4	42	
10	158	 1	53	
10	159	 3	46	
11	160	 3	15	
11	161	 1	46	
11	162	 1	59	
11	163	 3	29	
11	164	 1	16	
11	165	 4	 6	
11	166	 2	14	
11	167	 1	19	
11	168	 4	 4	
11	169	 9	70	
11	170	 2	30	
11	171	 1	37	
11	172	 4	62	
11	173	 3	83	
11	174	 1	59	
11	175	 1	88	
11	176	 1	66	
11	177	 1	23	
11	178	 1	90	
11	179	 4	14	
11	180	 2	40	
11	181	 1	37	
12	182	 3	36	
12	183	 1	68	
12	184	 6	19	
12	185	 2	12	
12	186	 2	30	
12	187	 4	47	
12	188	 1	19	
12	189	 4	 4	
12	190	 1	16	
12	191	 1	85	
12	192	 1	54	
12	193	 3	48	
12	194	 1	74	
12	195	 2	73	
12	196	 8	 1	
12	197	 1	82	
12	198	 8	76	
12	199	 4	54	
12	200	 2	73	
12	201	 3	56	
13	202	 2	48	
13	203	 5	75	
13	204	 1	56	
13	205	 1	16	
13	206	 3	70	
13	207	 3	46	
13	208	 1	10	
13	209	 6	40	
13	210	 4	47	
13	211	 3	65	
13	212	 9	43	
14	213	 1	82	
14	214	 1	17	
14	215	 3	34	
14	216	 9	20	
14	217	 2	29	
14	218	 1	59	
14	219	 8	44	
14	220	 4	 5	
14	221	 4	48	
14	222	 1	81	
14	223	 1	15	
14	224	 1	13	
14	225	 1	71	
14	226	 4	 5	
15	227	 1	62	
15	228	 1	19	
15	229	 1	58	
15	230	 1	42	
15	231	 4	86	
15	232	 3	15	
15	233	 2	57	
15	234	 1	37	
15	235	 1	23	
15	236	 1	52	
15	237	 3	78	
15	238	 1	79	
15	239	 4	 7	
15	240	 3	68	
15	241	 1	85	
15	242	 1	81	
15	243	 1	25	
15	244	 2	59	
15	245	 1	23	
15	246	 3	71	
16	247	 1	42	
16	248	 1	45	
16	249	 4	53	
16	250	 4	61	
16	251	 1	90	
17	252	10	74	
17	253	 2	27	
17	254	 3	 3	
17	255	 7	58	
17	256	 4	 3	
17	257	 8	31	
17	258	 4	63	
17	259	 1	49	
17	260	 3	 9	
17	261	 4	79	
17	262	 4	23	
17	263	 1	54	
17	264	 3	 4	
17	265	 1	65	
17	266	 1	66	
17	267	 3	36	
17	268	 1	52	
17	269	 1	90	
18	270	 2	48	
18	271	 1	88	
18	272	 1	59	
18	273	 4	63	
18	274	 4	46	
18	275	 3	71	
18	276	 1	13	
18	277	 9	12	
18	278	 1	56	
18	279	 4	42	
18	280	 3	19	
18	281	 1	79	
19	282	 1	46	
19	283	 1	67	
19	284	 1	77	
19	285	 3	21	
19	286	10	15	
19	287	 1	81	
19	288	 1	 1	
19	289	 3	72	
19	290	 1	78	
19	291	 2	73	
19	292	10	 4	
19	293	 2	38	
20	294	 1	 8	
20	295	 1	 2	
20	296	 1	64	
20	297	 1	49	
20	298	 7	57	
20	299	 1	18	
20	300	 1	66	
20	301	 4	69	
20	302	 8	 8	
20	303	 1	35	
20	304	 4	89	
20	305	 1	46	
20	306	 4	81	
20	307	 3	38	
20	308	 1	78	
20	309	 1	60	
20	310	 5	56	
20	311	 1	54	
20	312	 4	16	
20	313	 1	16	
20	314	 2	64	
20	315	 1	51	
20	316	 1	47	
20	317	 3	15	
20	318	 1	70	
21	319	 1	79	
21	320	 1	25	
21	321	 2	 8	
21	322	10	79	
21	323	 1	68	
21	324	 2	15	
22	325	 7	32	
22	326	 1	68	
22	327	 4	22	
22	328	 1	58	
22	329	 1	12	
22	330	 1	 8	
22	331	 1	68	
22	332	 2	59	
22	333	 3	 2	
22	334	 1	61	
22	335	 4	 1	
22	336	 8	57	
22	337	 4	34	
22	338	 1	83	
22	339	 1	17	
22	340	 2	56	
22	341	 4	 5	
22	342	10	51	
22	343	 1	21	
22	344	 7	80	
22	345	 1	24	
22	346	 1	 1	
23	347	 7	23	
23	348	 1	67	
23	349	 1	24	
23	350	 2	72	
23	351	 1	54	
23	352	 1	36	
23	353	 9	30	
23	354	 4	16	
23	355	 1	11	
23	356	 1	72	
23	357	 1	55	
23	358	 1	24	
23	359	 1	 2	
23	360	 1	33	
23	361	 1	40	
23	362	 3	10	
23	363	 1	36	
24	364	 1	79	
24	365	10	68	
24	366	 1	54	
24	367	 1	26	
24	368	 1	22	
24	369	 1	84	
24	370	 1	89	
24	371	 1	62	
24	372	 3	17	
24	373	 3	69	
24	374	 2	 7	
24	375	 2	75	
24	376	 1	42	
24	377	 1	82	
25	378	 1	85	
25	379	 1	44	
25	380	 1	65	
25	381	 1	82	
25	382	 1	23	
25	383	 4	58	
25	384	 1	64	
25	385	 1	35	
25	386	 1	78	
25	387	 1	87	
25	388	 2	 8	
25	389	 8	49	
25	390	 7	76	
25	391	 4	45	
25	392	 1	60	
25	393	 1	 4	
25	394	 3	88	
25	395	 2	22	
26	396	 1	20	
26	397	 1	76	
26	398	 3	10	
26	399	 3	 9	
26	400	 1	42	
26	401	 3	39	
26	402	 1	77	
26	403	 1	30	
26	404	 8	60	
26	405	 1	64	
26	406	 4	 5	
26	407	 1	88	
26	408	 2	35	
26	409	 4	54	
26	410	 1	50	
26	411	 1	44	
26	412	 3	27	
26	413	 3	14	
26	414	 1	86	
26	415	 1	 5	
26	416	 1	60	
26	417	 1	67	
26	418	 8	80	
27	419	10	42	
27	420	 4	62	
27	421	 2	80	
27	422	 1	86	
27	423	 2	67	
27	424	 4	88	
27	425	 4	 2	
27	426	 5	79	
27	427	 1	23	
27	428	 1	76	
28	429	 3	77	
28	430	 1	18	
28	431	 3	49	
28	432	 2	44	
28	433	 7	70	
28	434	 2	 4	
28	435	 2	73	
28	436	 4	35	
28	437	 1	80	
28	438	 4	18	
28	439	 1	32	
29	440	 4	20	
29	441	10	27	
29	442	 3	62	
29	443	 1	50	
29	444	 3	51	
29	445	 8	46	
29	446	 2	84	
29	447	 1	15	
29	448	 3	31	
29	449	 7	42	
29	450	 1	43	
29	451	 1	31	
29	452	 1	 8	
29	453	 4	35	
29	454	 3	 6	
29	455	 3	 7	
29	456	 4	33	
29	457	 4	71	
30	458	 1	82	
30	459	 7	82	
30	460	 1	36	
